imageIndex,detectorType,descriptorType,detectorTime(in ms),descriptorTime(in ms),detectectedKeypoints,avg neighborood size,matchedKeypoints,totalTime(in ms),matches/ms,
imageIndex,detectorType,descriptorType,detectorTime(in ms),descriptorTime(in ms),detectectedKeypoints,avg neighborood size,matchedKeypoints,totalTime(in ms),matches/ms,
0,ORB,ORB,75.1235,33.8522,92,57.0723,NA,108.976,
1,ORB,ORB,7.67984,35.4064,102,57.2273,42,43.0863,0.974788
2,ORB,ORB,7.6429,36.6772,106,56.4948,45,44.3201,1.01534
3,ORB,ORB,8.08086,37.7093,113,55.1436,34,45.7902,0.742518
4,ORB,ORB,7.60611,35.908,109,56.7442,48,43.5141,1.10309
5,ORB,ORB,7.67284,35.8932,125,56.6367,45,43.566,1.03292
6,ORB,ORB,7.681,37.0211,130,56.7683,54,44.7021,1.208
7,ORB,ORB,7.65913,39.7964,129,55.4296,53,47.4555,1.11684
8,ORB,ORB,7.73783,40.3041,127,54.6723,51,48.042,1.06157
9,ORB,ORB,7.91993,38.8629,128,54.3885,55,46.7829,1.17564

imageIndex,detectorType,descriptorType,detectorTime(in ms),descriptorTime(in ms),detectectedKeypoints,avg neighborood size,matchedKeypoints,totalTime(in ms),matches/ms,
0,AKAZE,ORB,51.4174,23.1393,166,7.72918,NA,74.5566,
1,AKAZE,ORB,46.8395,22.6233,157,7.49021,94,69.4628,1.35324
2,AKAZE,ORB,49.6943,21.7446,161,7.45212,95,71.4388,1.32981
3,AKAZE,ORB,46.941,22.0631,155,7.57523,88,69.0041,1.27529
4,AKAZE,ORB,48.3046,21.5704,163,7.73319,86,69.8749,1.23077
5,AKAZE,ORB,51.5489,23.7721,164,7.68804,86,75.321,1.14178
6,AKAZE,ORB,47.2657,24.4712,173,7.73879,98,71.7369,1.3661
7,AKAZE,ORB,48.9683,21.9654,175,7.82613,101,70.9336,1.42387
8,AKAZE,ORB,47.2762,22.3617,177,7.81556,117,69.6379,1.68012
9,AKAZE,ORB,45.7636,21.956,179,7.88576,114,67.7196,1.68341


imageIndex,detectorType,descriptorType,detectorTime(in ms),descriptorTime(in ms),detectectedKeypoints,avg neighborood size,matchedKeypoints,totalTime(in ms),matches/ms,
0,HARRIS,FREAK,13.8606,14.6541,17,6,NA,28.5146,
1,HARRIS,FREAK,8.74668,10.1359,14,6,11,18.8826,0.582547
2,HARRIS,FREAK,7.90863,10.8615,18,6,10,18.7701,0.532763
3,HARRIS,FREAK,7.5173,9.72688,21,6,12,17.2442,0.695887
4,HARRIS,FREAK,7.90624,9.91929,26,6,14,17.8255,0.785391
5,HARRIS,FREAK,14.1036,10.1254,43,6,17,24.229,0.701638
6,HARRIS,FREAK,7.58982,9.90601,18,6,14,17.4958,0.800191
7,HARRIS,FREAK,8.51445,10.529,31,6,11,19.0434,0.577627
